StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,QID69,QID3,QID4,DOB1#1_1,DOB1#2_1,DOB1#3_1,QID10,QID11,QID12,QID13,QID14,QID15,QID63,QID72,lifesat3,QID74,QID75,QID76,QID77,QID78,QID79,QID80,QID81,QID16,QID17,QID18,Q16,Q17,Q18,Q19,Q20,Q21,Q22,QID26,QID27,QID28,QID29,QID30,QID31,QID32,QID33,QID34,QID35,QID36,QID37,QID38,QID39,QID40,QID41,QID42,QID43,QID44,QID45,QID46,QID47,QID48,QID49,QID50,QID51,QID52,QID53,QID54,QID83,QID84,QID85,QID86,fas5,QID88,QID101,QID101_5_TEXT,QID89,School contact,School name,School seed code,Local Authority
2024-07-18 11:14:52,2024-07-18 11:14:53,Survey Test,100,1,True,2024-07-18 11:14:53,R_5oMtULZMTVbcMbc,test,,"Yes, I am happy to take part",P6,In another way,August,3,1952,Good,Most of the time,All of the time,At no time,More than half of the time,Less than half of the time,Prefer not to say,10,6,1,5,7,4,8,0,0,9,Prefer not to say,Sometimes,Sometimes,"Always ",Sometimes,Sometimes,"Never ","Never ","Always ","Never ","Always ",Sometimes,"Always ","Never ",Sometimes,"Never ",I don’t like it at all,Not at all,Often,Very often,Often,Sometimes,Almost never,Often,Sometimes,Often,Often,Prefer not to say,Almost never,Prefer not to say,Prefer not to say,Sometimes,Often,Prefer not to say,Prefer not to say,Almost never,"Very often ","Very often ",Prefer not to say,"Yes, one",Yes,None,More than twice,One,No,My postcode is:,EC1A 1HQ,"Chatting/messaging friends on phone or computer ,Listening to music ,Creative arts (drama, dance, music) ",,,,TestLocalAuthority
2024-07-18 11:14:53,2024-07-18 11:14:53,Survey Test,100,0,True,2024-07-18 11:14:53,R_d0W8ao6kN1YfqYe,test,,"Yes, I am happy to take part",P7,Boy,April,28,1927,Prefer not to say,At no time,Less than half of the time,At no time,More than half of the time,Most of the time,9,8,7,10,Prefer not to say,2,Prefer not to say,8,1,3,5,Prefer not to say,"Always ","Never ","Never ","Always ",Prefer not to say,Prefer not to say,Sometimes,"Never ",Prefer not to say,Sometimes,"Never ",Prefer not to say,Prefer not to say,"Never ",Prefer not to say,I don’t like it very much,Some,Prefer not to say,Prefer not to say,Often,Prefer not to say,Prefer not to say,Sometimes,"Very often ",Prefer not to say,"Very often ",Often,Sometimes,Often,Often,Prefer not to say,Almost never,Sometimes,Often,Sometimes,Prefer not to say,Prefer not to say,Almost never,"Yes, one",No,Two,Once,Two,No,Don't know postcode,,"Doing things with family ",,,,TestLocalAuthority
2024-07-18 11:14:53,2024-07-18 11:14:53,Survey Test,100,0,True,2024-07-18 11:14:53,R_a5XBOtMA5Bxreyq,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:14:54,2024-07-18 11:14:54,Survey Test,100,0,True,2024-07-18 11:14:54,R_a2A4L6lEDRZI0bI,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:14:54,2024-07-18 11:14:54,Survey Test,100,0,True,2024-07-18 11:14:55,R_7NZc5uk72OROdMi,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:14:55,2024-07-18 11:14:55,Survey Test,100,0,True,2024-07-18 11:14:55,R_9pCJT2xu15R1kBU,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:14:55,2024-07-18 11:14:55,Survey Test,100,0,True,2024-07-18 11:14:55,R_3xGaBjAK7WDvPvw,test,,"Yes, I am happy to take part",Prefer not to say,Boy,October,19,1907,Good,Prefer not to say,At no time,More than half of the time,Some of the time,Some of the time,10,0,8,9,9,3,3,4,3,5,6,Sometimes,Sometimes,"Never ",Sometimes,"Always ","Always ","Always ","Never ",Sometimes,Prefer not to say,"Never ","Never ",Prefer not to say,"Always ","Never ","Never ",Prefer not to say,Some,Often,Prefer not to say,Almost never,"Very often ",Often,Sometimes,Almost never,Almost never,Sometimes,Prefer not to say,Sometimes,Often,Prefer not to say,Prefer not to say,Often,"Very often ",Sometimes,Prefer not to say,Sometimes,Almost never,Sometimes,No,No,Prefer not to say,More than twice,More than two,No,Prefer not to say,,Prefer not to say,,,,TestLocalAuthority
2024-07-18 11:14:55,2024-07-18 11:14:55,Survey Test,100,0,True,2024-07-18 11:14:55,R_a66b0vFdNrArVUG,test,,"Yes, I am happy to take part",P6,Prefer not to say,December,6,1940,Poor,Most of the time,Most of the time,More than half of the time,Prefer not to say,Most of the time,10,5,7,5,9,0,6,0,10,1,7,"Never ","Never ","Never ","Never ","Never ",Sometimes,"Always ","Never ",Sometimes,Sometimes,"Always ","Always ",Sometimes,"Never ","Never ","Never ",I like it a bit,Prefer not to say,Always,Sometimes,Almost never,"Very often ",Often,Almost never,Sometimes,Sometimes,Often,Almost never,Prefer not to say,Almost never,Sometimes,"Very often ",Prefer not to say,Almost never,Sometimes,Often,Prefer not to say,Often,Prefer not to say,"Yes, one",No,Prefer not to say,Once,None,Yes,My postcode is:,EC1A 1HQ,"Reading ",,,,TestLocalAuthority
2024-07-18 11:14:55,2024-07-18 11:14:56,Survey Test,100,1,True,2024-07-18 11:14:56,R_cOqW058uyvN8Y8m,test,,"Yes, I am happy to take part",P7,Girl,December,18,1948,Poor,Prefer not to say,All of the time,All of the time,Most of the time,All of the time,3,3,0,0,8,3,8,7,0,Prefer not to say,2,"Never ",Sometimes,Sometimes,"Never ","Always ","Never ","Always ","Always ","Always ","Always ",Prefer not to say,"Never ","Always ",Sometimes,"Always ",Prefer not to say,Prefer not to say,Not at all,Hardly ever,Often,"Very often ",Sometimes,Almost never,Almost never,Almost never,Prefer not to say,"Very often ","Very often ",Often,Sometimes,Almost never,Often,"Very often ","Very often ","Very often ",Prefer not to say,Prefer not to say,Sometimes,Often,No,Yes,None,Not at all,None,No,Prefer not to say,,"Outdoor activities (playing, walking, cycling etc) ,Watching TV ,Going on the internet ",,,,TestLocalAuthority
2024-07-18 11:14:56,2024-07-18 11:14:56,Survey Test,100,0,True,2024-07-18 11:14:56,R_ctOvvs6Z5p27tL8,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:14:56,2024-07-18 11:14:56,Survey Test,100,0,True,2024-07-18 11:14:56,R_eJLHwKLgG0yfZCm,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:14:56,2024-07-18 11:14:56,Survey Test,100,0,True,2024-07-18 11:14:56,R_eA761Kj8v8F55tA,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:14:56,2024-07-18 11:14:57,Survey Test,100,1,True,2024-07-18 11:14:57,R_0JVuLgmW9NEvOsK,test,,"Yes, I am happy to take part",P7,In another way,July,6,2014,Good,Less than half of the time,More than half of the time,Most of the time,Some of the time,More than half of the time,2,8,9,5,9,6,3,2,7,4,1,"Never ","Never ","Never ","Never ",Prefer not to say,Prefer not to say,Sometimes,"Always ","Never ",Sometimes,Prefer not to say,Prefer not to say,Prefer not to say,"Never ","Always ",Sometimes,I don’t like it very much,A little,Prefer not to say,Sometimes,"Very often ",Almost never,Prefer not to say,Often,"Very often ",Almost never,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Prefer not to say,Almost never,Prefer not to say,"Very often ",Often,Often,"Yes, one",Prefer not to say,More than two,Twice,None,Yes,Prefer not to say,,"Watching TV ",,,,TestLocalAuthority
2024-07-18 11:14:57,2024-07-18 11:14:57,Survey Test,100,0,True,2024-07-18 11:14:57,R_8k2hZu1gjazlTam,test,,"Yes, I am happy to take part",P6,Prefer not to say,February,11,1938,Excellent,Prefer not to say,At no time,Some of the time,Some of the time,At no time,10,0,9,5,10,4,10,3,8,0,10,"Never ",Prefer not to say,Prefer not to say,"Always ",Prefer not to say,"Always ","Never ","Never ",Prefer not to say,Sometimes,"Always ",Prefer not to say,"Always ",Sometimes,Sometimes,Sometimes,I don’t like it very much,Some,Sometimes,Prefer not to say,Almost never,Prefer not to say,Sometimes,Prefer not to say,Often,Often,Almost never,Often,Prefer not to say,Often,Often,Prefer not to say,Prefer not to say,"Very often ","Very often ",Almost never,Prefer not to say,Often,"Very often ",Prefer not to say,No,Prefer not to say,Prefer not to say,One,Prefer not to say,My postcode is:,EC1A 1HQ,"Creative arts (drama, dance, music) ",,,,TestLocalAuthority
2024-07-18 11:14:57,2024-07-18 11:14:57,Survey Test,100,0,True,2024-07-18 11:14:57,R_3P3J32WHBZyXqvk,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:14:57,2024-07-18 11:14:57,Survey Test,100,0,True,2024-07-18 11:14:57,R_e9vbW44m42gYgOG,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:14:57,2024-07-18 11:14:58,Survey Test,100,1,True,2024-07-18 11:14:58,R_4IXvofzQMjDPleS,test,,"Yes, I am happy to take part",Prefer not to say,Prefer not to say,September,14,2024,Prefer not to say,Less than half of the time,Most of the time,Prefer not to say,More than half of the time,Prefer not to say,5,9,10,6,7,5,4,3,0,6,3,"Never ","Never ",Sometimes,Prefer not to say,Prefer not to say,Prefer not to say,"Never ","Always ","Always ",Prefer not to say,"Always ",Prefer not to say,Sometimes,Prefer not to say,"Always ",Sometimes,Prefer not to say,A little,Always,Sometimes,Almost never,"Very often ",Often,"Very often ",Almost never,Almost never,Almost never,Almost never,Almost never,Prefer not to say,Almost never,Prefer not to say,Almost never,Often,Often,"Very often ",Sometimes,Sometimes,Prefer not to say,No,No,None,More than twice,None,Yes,My postcode is:,EC1A 1HQ,"Chatting/messaging friends on phone or computer ,Going on the internet ,Listening to music ",,,,TestLocalAuthority
2024-07-18 11:14:58,2024-07-18 11:14:58,Survey Test,100,0,True,2024-07-18 11:14:58,R_0NTDqIWSt3ZUHwa,test,,"Yes, I am happy to take part",P7,Prefer not to say,August,13,2046,Prefer not to say,Less than half of the time,At no time,At no time,Less than half of the time,More than half of the time,3,8,2,5,4,5,1,9,3,8,0,"Never ",Prefer not to say,Sometimes,"Always ",Sometimes,"Never ",Sometimes,Sometimes,"Always ","Always ","Never ",Prefer not to say,"Never ",Prefer not to say,Prefer not to say,Prefer not to say,I like it a bit,Not at all,Prefer not to say,Very often,Almost never,Often,"Very often ",Often,"Very often ",Almost never,Almost never,Prefer not to say,"Very often ",Sometimes,Sometimes,Almost never,Often,Prefer not to say,Sometimes,Prefer not to say,Often,Often,Often,Prefer not to say,No,None,Not at all,More than two,No,Don't know postcode,,"Chatting/messaging friends on phone or computer ",,,,TestLocalAuthority
2024-07-18 11:14:58,2024-07-18 11:14:58,Survey Test,100,0,True,2024-07-18 11:14:58,R_eaFdeyOJ93NO8Pc,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:14:58,2024-07-18 11:14:58,Survey Test,100,0,True,2024-07-18 11:14:59,R_5tqE2ffjqDBBWSy,test,,"Yes, I am happy to take part",Prefer not to say,Prefer not to say,January,16,2048,Fair,At no time,More than half of the time,Prefer not to say,Some of the time,All of the time,3,7,4,10,Prefer not to say,0,8,2,8,5,Prefer not to say,Always,Sometimes,Sometimes,"Never ","Never ",Prefer not to say,"Always ",Prefer not to say,Prefer not to say,Sometimes,Prefer not to say,Sometimes,"Never ","Never ","Never ","Always ",I like it a lot,A lot,Always,Sometimes,Often,Often,Almost never,Prefer not to say,Sometimes,Prefer not to say,"Very often ",Sometimes,Sometimes,"Very often ","Very often ",Prefer not to say,Prefer not to say,Often,"Very often ","Very often ",Sometimes,"Very often ",Prefer not to say,No,Prefer not to say,One,Twice,More than two,Prefer not to say,Don't know postcode,,"Reading ",,,,TestLocalAuthority
2024-07-18 11:14:59,2024-07-18 11:14:59,Survey Test,100,0,True,2024-07-18 11:14:59,R_cDgethIuZit1upo,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:14:59,2024-07-18 11:14:59,Survey Test,100,0,True,2024-07-18 11:14:59,R_6zFCKAk1Oz6kAD4,test,,"Yes, I am happy to take part",P7,Boy,July,23,1929,Excellent,Most of the time,All of the time,Some of the time,Some of the time,All of the time,3,10,0,4,5,Prefer not to say,3,6,0,0,5,"Never ","Never ","Never ",Prefer not to say,"Never ","Always ",Prefer not to say,"Always ","Always ",Sometimes,Prefer not to say,Sometimes,"Never ","Never ",Prefer not to say,Sometimes,I like it a lot,Not at all,Never,Often,Prefer not to say,Almost never,Often,Prefer not to say,Sometimes,Sometimes,Sometimes,"Very often ",Prefer not to say,"Very often ",Almost never,"Very often ",Prefer not to say,Almost never,Sometimes,Often,"Very often ","Very often ","Very often ","Yes, one",No,More than two,Once,None,Prefer not to say,Don't know postcode,,"Doing a physical activity or sport ,Watching TV ",,,,TestLocalAuthority
2024-07-18 11:14:59,2024-07-18 11:14:59,Survey Test,100,0,True,2024-07-18 11:14:59,R_aVp96FzsoXydkrQ,test,,"Yes, I am happy to take part",P6,Girl,February,11,1952,Poor,Some of the time,All of the time,More than half of the time,Most of the time,More than half of the time,0,Prefer not to say,6,4,9,3,8,0,1,4,1,Prefer not to say,Prefer not to say,Prefer not to say,"Never ","Always ","Never ","Always ",Sometimes,Prefer not to say,Sometimes,"Never ","Always ","Never ",Sometimes,Prefer not to say,Prefer not to say,Prefer not to say,Not at all,Hardly ever,Often,Often,Prefer not to say,"Very often ",Often,Prefer not to say,Almost never,Almost never,Almost never,"Very often ",Often,"Very often ",Often,Sometimes,Almost never,Almost never,Sometimes,"Very often ",Sometimes,Often,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,More than two,No,Don't know postcode,,"Watching TV ,Doing things with family ",,,,TestLocalAuthority
2024-07-18 11:15:00,2024-07-18 11:15:00,Survey Test,100,0,True,2024-07-18 11:15:00,R_3BPXrW0s7UKw76S,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:15:00,2024-07-18 11:15:00,Survey Test,100,0,True,2024-07-18 11:15:00,R_cTlttuZzc7936ho,test,,"Yes, I am happy to take part",P6,Girl,January,6,2010,Good,Most of the time,Some of the time,More than half of the time,Less than half of the time,Prefer not to say,10,5,3,6,6,4,0,2,9,5,7,Always,"Never ","Never ","Always ",Sometimes,"Always ",Sometimes,Prefer not to say,"Never ","Always ","Always ","Never ",Prefer not to say,"Never ","Always ",Sometimes,I don’t like it at all,A lot,Often,Very often,Often,Almost never,"Very often ",Prefer not to say,Sometimes,Often,Sometimes,Often,Prefer not to say,"Very often ","Very often ",Often,"Very often ",Sometimes,Often,"Very often ",Prefer not to say,Often,Sometimes,"Yes, one",No,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Don't know postcode,,Prefer not to say,,,,TestLocalAuthority
2024-07-18 11:15:00,2024-07-18 11:15:00,Survey Test,100,0,True,2024-07-18 11:15:00,R_bBKTJs0PCJCTDw2,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:15:00,2024-07-18 11:15:00,Survey Test,100,0,True,2024-07-18 11:15:01,R_38nfMKIemuvTN6S,test,,"Yes, I am happy to take part",P7,Prefer not to say,May,21,1968,Prefer not to say,Most of the time,More than half of the time,Most of the time,At no time,Most of the time,Prefer not to say,7,3,7,4,6,6,Prefer not to say,2,4,6,Sometimes,Prefer not to say,Prefer not to say,Sometimes,Sometimes,Prefer not to say,"Never ",Prefer not to say,Prefer not to say,Sometimes,Prefer not to say,"Always ",Prefer not to say,Prefer not to say,Sometimes,"Never ",Prefer not to say,Prefer not to say,Hardly ever,Often,"Very often ",Often,Sometimes,Almost never,Prefer not to say,Almost never,"Very often ","Very often ","Very often ","Very often ",Sometimes,Prefer not to say,"Very often ",Sometimes,"Very often ",Sometimes,"Very often ","Very often ","Very often ","Yes, two or more",No,None,Prefer not to say,More than two,Prefer not to say,Don't know postcode,,"Hanging out with friends ",,,,TestLocalAuthority
2024-07-18 11:15:01,2024-07-18 11:15:01,Survey Test,100,0,True,2024-07-18 11:15:01,R_4H4mtqNJloDdm5g,test,,"Yes, I am happy to take part",P6,Girl,September,25,1955,Poor,Prefer not to say,Some of the time,Some of the time,Prefer not to say,More than half of the time,8,1,3,0,0,7,2,10,5,1,6,Sometimes,"Never ","Never ",Prefer not to say,Sometimes,Prefer not to say,Sometimes,"Always ",Prefer not to say,"Always ","Always ","Always ","Always ","Never ","Never ","Always ",I like it a bit,Prefer not to say,Hardly ever,Almost never,Almost never,Almost never,"Very often ",Almost never,Sometimes,"Very often ",Sometimes,Often,Often,Almost never,"Very often ",Prefer not to say,Often,"Very often ",Sometimes,Prefer not to say,Prefer not to say,Prefer not to say,"Very often ",Prefer not to say,Yes,Prefer not to say,Once,Two,Prefer not to say,Don't know postcode,,"Hanging out with friends ,Doing things with family ,Something else ",,,,TestLocalAuthority
2024-07-18 11:15:01,2024-07-18 11:15:01,Survey Test,100,0,True,2024-07-18 11:15:01,R_6PAickL3wSyBpdA,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:15:01,2024-07-18 11:15:01,Survey Test,100,0,True,2024-07-18 11:15:01,R_e9epbD2sqx2qySq,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:15:01,2024-07-18 11:15:02,Survey Test,100,1,True,2024-07-18 11:15:02,R_e9E0EzlxbogYa7I,test,,"Yes, I am happy to take part",P6,Girl,July,31,1964,Fair,At no time,At no time,Less than half of the time,Less than half of the time,Less than half of the time,4,6,9,Prefer not to say,0,4,8,3,0,9,8,Sometimes,"Never ",Sometimes,"Always ",Sometimes,Prefer not to say,"Never ","Never ",Prefer not to say,Prefer not to say,Prefer not to say,"Never ","Always ","Always ","Always ","Always ",I like it a bit,A lot,Hardly ever,Very often,Prefer not to say,Almost never,Often,Often,Almost never,"Very often ",Often,Often,"Very often ",Prefer not to say,Often,Sometimes,Almost never,"Very often ",Sometimes,Often,Sometimes,"Very often ",Prefer not to say,"Yes, one",Prefer not to say,None,More than twice,Prefer not to say,No,Prefer not to say,,"Listening to music ",,,,TestLocalAuthority
2024-07-18 11:15:02,2024-07-18 11:15:02,Survey Test,100,0,True,2024-07-18 11:15:02,R_4SbTUIWdgY6epxk,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:15:02,2024-07-18 11:15:02,Survey Test,100,0,True,2024-07-18 11:15:02,R_1RdwHWzzQZVADqK,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:15:02,2024-07-18 11:15:02,Survey Test,100,0,True,2024-07-18 11:15:02,R_3lscYCsu9vVwNfg,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:15:02,2024-07-18 11:15:02,Survey Test,100,0,True,2024-07-18 11:15:03,R_e4zmbY8Nk6qtHOC,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:15:03,2024-07-18 11:15:03,Survey Test,100,0,True,2024-07-18 11:15:03,R_bm9Q09iubGLnVMG,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:15:03,2024-07-18 11:15:03,Survey Test,100,0,True,2024-07-18 11:15:03,R_9tRqdXYA6TMmUU6,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:15:03,2024-07-18 11:15:03,Survey Test,100,0,True,2024-07-18 11:15:03,R_efCSdntMnGaURdc,test,,"Yes, I am happy to take part",P7,In another way,December,13,1984,Prefer not to say,More than half of the time,Most of the time,Most of the time,More than half of the time,All of the time,10,3,8,5,Prefer not to say,5,Prefer not to say,3,10,6,4,Always,Prefer not to say,Sometimes,"Never ","Always ",Prefer not to say,"Always ","Always ",Prefer not to say,Sometimes,"Never ",Sometimes,Sometimes,"Never ",Prefer not to say,"Never ",I don’t like it very much,A little,Always,Almost never,Often,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Often,Sometimes,Often,"Very often ",Almost never,Almost never,Prefer not to say,Almost never,Prefer not to say,Sometimes,Prefer not to say,Often,Prefer not to say,Prefer not to say,Yes,Two,Not at all,Prefer not to say,Yes,Don't know postcode,,"Doing a physical activity or sport ,Listening to music ",,,,TestLocalAuthority
2024-07-18 11:15:03,2024-07-18 11:15:04,Survey Test,100,1,True,2024-07-18 11:15:04,R_3h1rwUYlLEJpweW,test,,"Yes, I am happy to take part",Prefer not to say,Boy,March,8,1931,Excellent,Prefer not to say,Most of the time,At no time,Less than half of the time,More than half of the time,3,6,7,7,3,5,4,4,6,5,2,Always,Sometimes,"Always ",Sometimes,Sometimes,Prefer not to say,Prefer not to say,Sometimes,"Never ",Sometimes,"Never ",Sometimes,Sometimes,Prefer not to say,"Always ",Sometimes,Prefer not to say,Prefer not to say,Prefer not to say,Often,Sometimes,Prefer not to say,"Very often ",Prefer not to say,Almost never,Often,Prefer not to say,Almost never,Almost never,Prefer not to say,Prefer not to say,Often,Sometimes,Sometimes,Almost never,Often,Almost never,Often,Prefer not to say,No,Prefer not to say,Two,Not at all,One,Prefer not to say,Don't know postcode,,"Hanging out with friends ,Something else ",,,,TestLocalAuthority
2024-07-18 11:15:04,2024-07-18 11:15:04,Survey Test,100,0,True,2024-07-18 11:15:04,R_8oz8cURUjalR7lc,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
